defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
color_defect,6.6,M06,12.0,4,morning,12.0,29.6,9.94,64.6,25.4,80.3,material_issue
color_defect,21.9,M10,11.6,19,afternoon,2.4,48.3,12.53,61.5,26.7,100.0,human_error
oil_spot,6.1,M12,2.4,4,morning,1.4,44.5,16.18,43.2,28.2,67.7,human_error
color_defect,20.3,M09,10.4,0,afternoon,1.5,36.1,10.56,47.7,19.8,67.0,human_error
hole,2.5,M04,13.9,3,night,0.9,37.6,16.13,56.7,27.0,54.1,human_error
thread_error,27.1,M04,14.3,26,afternoon,8.5,22.7,11.51,58.6,24.5,47.3,machine_fault
color_defect,11.8,M03,8.7,28,night,1.7,44.2,11.45,69.3,22.3,77.4,human_error
cut,3.8,M09,6.3,22,afternoon,5.5,45.6,8.48,62.0,21.8,53.8,human_error
oil_spot,2.8,M04,10.9,62,afternoon,2.6,35.5,14.37,42.8,26.5,59.5,material_issue
cut,14.5,M04,11.1,18,afternoon,5.9,35.5,12.97,70.0,20.0,69.8,human_error
stain,9.1,M03,5.4,40,morning,6.0,32.4,12.9,40.5,23.2,79.7,material_issue
thread_error,7.6,M09,8.6,39,afternoon,2.3,35.4,13.92,47.7,25.1,79.7,human_error
thread_error,7.0,M09,14.6,26,night,5.7,24.8,12.95,68.4,28.5,71.3,machine_fault
thread_error,15.5,M08,11.7,9,afternoon,7.8,41.0,13.54,52.1,26.6,90.1,human_error
oil_spot,13.2,M10,1.2,19,morning,1.6,25.5,15.14,48.2,21.5,52.1,material_issue
oil_spot,7.3,M11,4.2,35,morning,15.9,46.6,11.58,37.7,18.4,97.1,material_issue
color_defect,6.8,M02,5.5,21,morning,3.8,32.7,13.03,57.2,27.2,47.6,material_issue
oil_spot,1.9,M07,4.3,3,morning,2.2,25.1,12.44,52.8,22.7,76.2,human_error
stain,9.4,M05,9.2,1,afternoon,10.8,26.8,12.52,72.5,25.3,89.4,material_issue
hole,44.2,M10,7.4,22,afternoon,1.4,26.6,12.95,40.2,22.4,79.7,human_error
objects,5.1,M08,3.5,60,morning,17.0,38.2,13.09,36.9,21.3,75.1,machine_fault
objects,11.7,M02,11.4,56,afternoon,1.8,34.1,12.55,69.8,20.9,83.9,machine_fault
stain,12.3,M06,14.8,20,afternoon,15.0,44.7,10.77,67.7,23.4,64.9,material_issue
color_defect,2.3,M12,3.8,1,morning,2.6,31.4,9.4,47.7,23.6,89.4,material_issue
cut,20.3,M11,6.5,14,morning,4.7,32.7,12.25,56.8,23.9,76.0,human_error
cut,5.3,M11,7.1,12,morning,13.6,30.9,12.61,54.3,27.4,76.3,machine_fault
oil_spot,13.1,M04,1.3,71,afternoon,1.4,44.2,11.76,43.6,22.2,69.1,material_issue
stain,1.3,M11,14.1,8,night,2.7,49.5,11.14,58.3,22.5,62.3,human_error
cut,18.9,M11,0.9,30,morning,5.7,33.7,14.34,34.5,31.9,88.4,material_issue
stain,5.7,M07,1.2,15,night,1.2,18.9,11.21,63.3,28.9,69.0,human_error
objects,10.1,M04,2.2,40,afternoon,5.0,23.3,10.38,68.7,22.2,83.8,machine_fault
color_defect,1.8,M01,0.8,15,afternoon,5.5,38.3,11.18,54.1,23.6,70.3,human_error
objects,2.7,M03,0.7,45,morning,1.1,34.5,11.56,72.3,24.2,94.0,machine_fault
color_defect,5.9,M07,7.9,11,night,3.4,43.5,12.5,74.6,25.9,63.6,material_issue
hole,11.7,M03,14.4,5,morning,9.0,34.5,13.23,58.5,18.0,58.2,machine_fault
cut,11.1,M10,5.2,4,morning,14.7,24.4,6.69,58.5,24.1,86.7,machine_fault
stain,3.7,M02,9.1,26,morning,7.4,23.1,11.48,69.5,19.4,59.2,material_issue
objects,4.6,M09,3.7,9,morning,15.0,25.9,9.77,73.4,24.1,76.5,machine_fault
thread_error,10.4,M02,0.6,10,morning,4.7,28.9,14.59,47.9,26.7,100.0,human_error
color_defect,1.2,M08,6.8,16,morning,1.2,49.3,12.37,57.2,20.2,68.2,human_error
oil_spot,9.3,M04,5.2,5,afternoon,0.6,30.2,12.79,62.8,25.7,68.8,material_issue
hole,2.4,M02,8.2,0,afternoon,0.3,21.1,10.63,41.9,24.4,89.9,human_error
stain,10.9,M05,9.9,40,night,3.9,31.8,10.46,61.9,23.6,91.8,human_error
objects,9.4,M10,5.4,121,morning,1.3,43.6,14.36,60.8,27.2,61.8,machine_fault
thread_error,12.1,M12,9.1,34,night,2.5,29.4,8.18,52.6,25.6,90.6,human_error
cut,23.2,M11,2.0,0,morning,5.0,43.8,11.96,55.1,29.2,58.9,material_issue
stain,12.2,M05,4.2,19,morning,5.1,54.7,12.82,60.5,30.7,100.0,material_issue
thread_error,11.1,M06,14.2,10,morning,3.0,33.7,11.45,54.3,25.5,85.6,machine_fault
thread_error,13.0,M11,10.6,7,night,3.9,35.2,9.95,39.5,20.5,50.4,machine_fault
thread_error,1.4,M05,7.7,60,morning,0.1,31.2,11.83,62.9,26.1,83.3,human_error
hole,22.1,M12,3.7,4,night,1.2,36.4,14.3,67.3,22.6,88.2,human_error
thread_error,14.6,M05,14.2,4,afternoon,1.0,50.3,13.19,56.1,19.9,63.4,machine_fault
oil_spot,3.5,M05,2.6,2,afternoon,0.9,45.8,8.85,78.7,25.2,90.5,material_issue
oil_spot,3.0,M09,6.7,8,morning,0.0,50.6,11.14,49.4,23.0,70.0,human_error
color_defect,1.0,M07,3.7,1,afternoon,0.4,40.5,11.8,49.3,30.9,69.4,human_error
color_defect,59.7,M04,9.6,3,night,1.1,26.4,16.3,44.2,24.7,86.9,human_error
stain,1.7,M04,13.8,13,night,0.6,30.9,9.88,51.6,22.5,68.3,human_error
hole,10.9,M03,12.4,6,morning,0.2,36.7,9.54,54.9,26.4,72.2,human_error
oil_spot,20.3,M07,2.4,17,morning,0.1,42.7,12.91,41.4,19.2,60.3,material_issue
thread_error,9.0,M06,4.5,11,morning,0.8,42.2,12.71,66.3,27.7,79.9,machine_fault
oil_spot,7.9,M07,11.3,3,night,1.3,34.7,12.42,49.1,20.8,63.9,human_error
hole,19.8,M07,1.3,24,morning,9.7,35.6,16.75,42.2,23.5,85.6,machine_fault
cut,5.7,M10,13.8,8,night,3.0,40.6,17.39,51.2,21.2,78.7,human_error
cut,11.1,M09,13.9,24,afternoon,2.9,25.1,14.39,43.9,24.6,56.1,human_error
cut,5.2,M12,1.6,8,morning,17.7,46.8,10.25,42.6,26.0,63.1,human_error
objects,1.3,M03,6.4,78,afternoon,5.4,41.3,12.66,43.5,25.0,76.0,machine_fault
thread_error,3.4,M04,3.6,33,morning,3.1,19.2,14.71,57.8,23.9,78.5,machine_fault
objects,17.5,M05,7.2,13,morning,4.6,47.7,12.05,40.7,23.9,59.3,machine_fault
stain,9.9,M05,9.0,6,morning,0.5,39.9,12.43,63.0,21.5,75.9,human_error
thread_error,3.6,M07,14.5,49,night,0.3,27.6,11.69,55.4,23.6,66.1,machine_fault
stain,4.6,M07,6.6,0,morning,2.4,34.0,9.47,58.1,27.3,41.8,material_issue
stain,4.3,M02,7.6,37,night,2.1,34.2,6.77,36.9,25.3,74.0,material_issue
objects,3.6,M10,3.0,11,morning,4.7,32.0,13.68,52.2,22.5,57.0,machine_fault
objects,2.6,M02,1.6,21,morning,2.7,43.0,9.6,42.2,31.1,83.3,human_error
oil_spot,5.8,M10,4.4,14,morning,0.5,36.8,9.51,44.4,27.5,74.8,machine_fault
thread_error,1.1,M11,12.1,30,afternoon,1.4,31.3,10.1,71.2,22.0,62.9,machine_fault
stain,24.4,M11,12.1,12,morning,0.5,37.4,12.98,55.6,20.2,100.0,human_error
objects,3.4,M08,3.2,0,afternoon,5.1,36.0,11.65,49.3,21.5,64.7,human_error
cut,4.1,M05,2.6,1,afternoon,0.2,35.4,15.14,86.1,27.4,68.2,human_error
thread_error,21.3,M12,4.0,0,morning,0.4,31.9,11.41,54.7,23.9,60.7,human_error
hole,2.3,M10,4.2,8,afternoon,0.2,26.5,11.98,34.7,20.6,85.1,human_error
oil_spot,2.5,M07,10.8,4,morning,0.4,27.8,12.76,71.0,18.4,76.7,material_issue
thread_error,18.8,M03,6.2,21,morning,1.0,35.0,16.42,40.6,23.1,76.8,material_issue
oil_spot,1.4,M03,1.0,49,afternoon,18.7,34.4,14.57,38.4,24.3,88.7,material_issue
hole,7.6,M02,14.0,1,afternoon,3.6,24.9,13.97,67.3,22.8,82.3,machine_fault
color_defect,10.7,M05,2.0,15,morning,1.4,26.4,14.59,69.5,27.1,73.7,material_issue
objects,4.0,M06,7.8,0,morning,3.7,49.1,11.69,41.7,20.1,79.1,human_error
hole,3.5,M01,1.6,11,afternoon,4.4,44.1,9.12,50.7,25.5,74.1,machine_fault
thread_error,3.5,M04,13.6,21,morning,4.5,44.3,13.28,57.4,24.5,100.0,machine_fault
color_defect,6.6,M09,13.8,7,morning,7.5,35.7,14.24,38.6,26.2,82.8,material_issue
hole,3.6,M07,11.2,35,night,8.8,40.7,17.99,81.2,21.9,99.4,machine_fault
stain,17.5,M01,10.6,93,morning,2.8,29.7,7.23,60.2,26.5,71.7,machine_fault
color_defect,36.6,M04,1.2,8,night,2.0,32.3,8.65,63.9,23.4,75.5,human_error
color_defect,2.0,M09,2.8,58,night,1.2,47.7,13.63,73.5,24.3,100.0,human_error
objects,20.0,M08,11.0,0,afternoon,3.1,34.9,13.26,56.0,21.9,47.7,machine_fault
color_defect,14.9,M04,5.5,6,afternoon,11.9,41.5,10.5,55.7,22.0,85.6,material_issue
thread_error,5.4,M04,8.0,2,afternoon,0.5,31.2,18.35,54.5,19.8,73.0,human_error
cut,20.7,M07,3.7,67,morning,1.9,29.8,13.53,54.4,21.5,83.8,human_error
stain,1.6,M01,12.8,32,afternoon,1.1,38.8,13.82,46.7,22.0,66.4,human_error
cut,14.1,M09,13.6,52,morning,0.3,41.4,9.06,53.8,27.0,56.7,human_error
cut,12.2,M06,2.6,11,morning,3.0,34.3,12.04,64.5,26.9,67.4,human_error
thread_error,7.7,M04,5.7,23,afternoon,2.0,47.4,7.01,60.5,24.7,63.2,human_error
hole,2.0,M01,7.3,1,morning,6.3,20.2,10.93,67.4,23.0,62.3,machine_fault
hole,1.3,M05,9.1,9,night,3.0,40.8,12.15,64.1,22.8,63.4,machine_fault
hole,14.6,M10,3.4,7,afternoon,4.2,40.6,13.83,52.5,22.3,68.9,machine_fault
hole,3.4,M08,7.1,18,morning,2.1,26.2,13.78,74.2,26.5,74.9,human_error
oil_spot,4.9,M07,3.4,11,afternoon,2.2,40.1,18.39,60.2,29.0,92.0,human_error
hole,12.2,M06,6.2,31,morning,4.2,37.1,15.06,61.2,31.2,83.6,machine_fault
hole,4.6,M07,4.8,22,morning,6.4,32.1,15.28,43.1,21.0,100.0,machine_fault
cut,5.6,M07,0.6,5,afternoon,7.6,29.8,14.08,45.5,21.8,74.6,human_error
oil_spot,1.0,M03,10.7,5,afternoon,3.6,46.2,12.92,55.4,23.0,73.8,human_error
hole,5.6,M09,3.1,43,afternoon,0.6,40.8,13.66,66.7,25.2,83.3,human_error
color_defect,2.0,M08,0.5,11,night,3.4,28.8,10.76,48.8,21.6,69.8,human_error
stain,17.6,M03,4.7,26,afternoon,18.1,33.7,10.78,62.4,13.3,92.0,material_issue
thread_error,5.5,M04,6.3,7,afternoon,1.3,34.6,12.29,55.7,21.2,72.1,human_error
thread_error,14.3,M11,3.1,2,morning,4.4,35.3,15.48,55.6,22.0,77.2,human_error
oil_spot,1.9,M02,8.0,2,night,1.4,32.3,14.61,60.6,23.4,55.8,human_error
color_defect,4.9,M09,10.9,27,afternoon,1.6,31.0,14.2,24.5,24.6,71.8,material_issue
stain,4.0,M11,11.2,96,afternoon,1.9,38.6,11.17,48.2,26.0,84.7,machine_fault
color_defect,6.7,M05,5.4,7,morning,2.6,34.5,8.66,68.9,24.3,100.0,material_issue
hole,4.5,M06,2.1,2,night,3.0,51.0,11.49,59.2,26.9,86.5,human_error
stain,16.2,M05,1.5,1,night,4.2,45.9,10.39,59.4,30.0,72.4,human_error
hole,4.9,M12,4.6,25,night,4.2,25.1,12.1,54.1,22.1,76.4,human_error
color_defect,3.8,M04,1.5,6,night,0.6,29.7,13.89,67.0,23.8,58.6,material_issue
oil_spot,3.8,M11,14.0,40,afternoon,4.7,27.5,11.48,56.6,21.7,89.7,machine_fault
oil_spot,4.4,M09,10.2,14,afternoon,1.7,32.5,6.96,48.9,27.5,80.2,human_error
stain,15.5,M09,7.1,24,night,1.1,26.3,16.04,72.4,21.0,51.3,material_issue
oil_spot,1.6,M10,2.9,18,afternoon,0.1,41.0,9.88,64.7,22.7,63.1,material_issue
color_defect,5.0,M09,4.6,17,afternoon,2.4,30.9,13.82,75.4,17.1,91.9,material_issue
thread_error,14.0,M03,11.1,0,morning,2.7,35.6,14.62,54.6,26.3,59.3,machine_fault
oil_spot,1.2,M10,4.6,11,afternoon,2.4,26.2,8.03,56.7,23.7,70.2,human_error
cut,4.1,M12,4.8,0,afternoon,3.0,34.9,12.5,51.5,28.8,73.8,human_error
oil_spot,10.3,M08,5.2,126,night,0.8,33.8,7.07,59.2,30.2,71.3,human_error
color_defect,12.2,M09,0.7,24,morning,5.9,47.0,11.89,45.6,24.5,55.6,material_issue
oil_spot,3.0,M06,11.2,40,afternoon,4.4,37.8,10.82,57.5,23.7,89.3,material_issue
objects,8.9,M12,14.5,44,morning,6.9,12.3,15.4,64.1,18.8,65.9,machine_fault
hole,12.8,M11,7.1,6,morning,2.6,32.8,14.18,50.3,24.7,78.7,human_error
hole,2.6,M11,11.7,5,night,3.6,35.3,6.03,69.2,30.2,94.3,human_error
objects,19.6,M08,4.3,26,afternoon,8.3,34.3,7.31,73.5,22.9,84.5,machine_fault
oil_spot,7.6,M09,2.0,0,afternoon,14.5,47.3,6.24,56.8,27.4,46.6,material_issue
hole,5.6,M03,10.6,3,night,13.8,47.9,14.07,88.2,19.3,67.4,machine_fault
thread_error,9.2,M10,10.9,11,morning,0.8,31.4,8.96,28.5,23.3,77.0,human_error
hole,15.8,M05,1.9,28,afternoon,3.4,25.0,13.31,92.1,24.8,76.7,machine_fault
thread_error,1.3,M01,2.8,76,morning,2.7,46.1,8.61,52.7,20.9,83.6,machine_fault
objects,2.7,M10,8.1,7,morning,0.3,29.2,16.94,36.3,32.5,69.1,machine_fault
objects,2.0,M09,3.2,1,morning,19.7,35.2,9.1,49.4,27.1,59.5,material_issue
color_defect,9.5,M01,0.7,3,night,0.3,27.3,13.33,66.9,27.1,63.3,human_error
stain,5.1,M09,8.9,4,night,4.5,28.8,12.65,43.6,24.8,75.8,human_error
hole,3.6,M06,14.8,16,afternoon,1.6,30.2,7.81,53.7,24.1,77.4,machine_fault
oil_spot,14.9,M01,10.5,16,afternoon,1.8,40.3,9.24,37.5,29.6,50.7,material_issue
objects,9.7,M01,1.7,25,morning,4.7,23.9,7.5,28.3,22.4,70.5,material_issue
stain,10.8,M10,3.6,0,night,0.9,29.0,9.68,59.0,21.3,54.6,human_error
hole,15.4,M05,13.4,12,afternoon,2.8,32.8,10.66,59.2,27.2,91.1,human_error
cut,17.8,M06,5.0,0,afternoon,4.8,33.2,12.05,50.3,24.6,60.4,human_error
thread_error,3.0,M02,3.6,18,afternoon,8.1,34.1,13.37,60.8,24.0,88.2,machine_fault
objects,7.6,M08,12.6,108,morning,0.5,44.4,13.01,43.4,21.6,76.5,machine_fault
hole,4.5,M02,8.4,20,morning,0.4,32.7,10.99,69.9,24.0,89.6,machine_fault
stain,9.7,M03,9.1,90,morning,0.2,29.3,14.02,61.4,26.6,73.2,material_issue
color_defect,7.3,M11,7.9,15,night,5.3,28.8,12.82,55.0,29.4,73.4,human_error
objects,1.6,M12,10.9,49,afternoon,4.5,35.8,9.41,45.0,29.3,77.5,machine_fault
cut,2.7,M01,2.2,92,morning,0.0,27.0,13.3,65.4,24.5,92.3,human_error
oil_spot,10.4,M05,3.1,46,morning,1.1,19.7,10.63,68.2,23.4,57.3,material_issue
hole,5.6,M02,13.6,27,afternoon,3.7,32.5,12.29,67.9,19.5,45.5,machine_fault
cut,11.2,M04,7.5,23,night,0.1,36.3,14.37,61.1,25.5,73.6,human_error
thread_error,30.3,M05,4.8,7,afternoon,0.1,41.1,13.28,72.5,22.6,67.1,human_error
oil_spot,3.9,M05,1.6,1,night,3.0,32.1,17.97,57.2,23.2,62.5,human_error
stain,12.5,M01,10.3,10,afternoon,1.7,40.9,15.2,49.7,23.6,75.8,material_issue
oil_spot,22.7,M07,3.9,11,morning,12.3,37.1,11.9,63.9,24.3,72.6,material_issue
hole,3.9,M09,12.2,1,afternoon,9.8,40.0,9.25,57.2,21.8,82.6,machine_fault
stain,7.6,M02,13.9,2,afternoon,6.8,35.4,14.49,77.5,26.2,76.5,material_issue
color_defect,12.1,M01,8.2,31,night,4.2,31.9,6.81,49.8,26.3,85.5,material_issue
hole,2.8,M09,9.8,6,morning,2.0,35.0,14.96,43.4,28.8,84.9,machine_fault
thread_error,5.9,M08,7.1,22,morning,1.9,44.8,12.06,49.2,19.6,69.2,machine_fault
stain,17.7,M11,8.7,8,morning,2.1,32.1,16.28,63.5,18.2,54.9,material_issue
thread_error,15.5,M01,7.3,10,morning,5.2,38.1,10.0,49.5,25.7,55.8,machine_fault
oil_spot,9.3,M08,2.5,4,morning,0.9,30.6,9.26,82.5,29.6,57.6,material_issue
stain,19.1,M06,11.1,9,night,2.6,45.0,12.68,50.8,23.4,72.7,human_error
hole,5.5,M10,5.2,30,night,2.6,34.3,11.47,65.8,22.2,93.0,human_error
oil_spot,1.8,M07,7.4,20,morning,2.3,25.8,9.17,45.3,24.8,63.5,material_issue
color_defect,2.5,M06,7.0,2,morning,25.0,50.7,14.1,49.5,22.9,56.6,material_issue
hole,1.2,M02,13.3,165,morning,5.8,22.6,13.4,65.7,28.8,72.0,machine_fault
thread_error,9.5,M06,3.4,4,afternoon,1.0,46.6,11.21,52.1,28.4,82.6,human_error
cut,4.6,M02,4.5,4,afternoon,9.6,37.5,10.62,47.6,24.9,76.9,machine_fault
hole,3.3,M09,10.3,37,morning,3.0,22.1,10.01,47.4,26.5,61.8,machine_fault
oil_spot,3.5,M02,12.5,5,afternoon,6.6,45.5,8.6,49.7,23.1,73.3,material_issue
cut,3.1,M01,4.4,0,afternoon,2.4,37.4,10.56,66.7,25.9,50.2,material_issue
color_defect,11.6,M04,14.3,3,night,0.1,18.4,11.41,80.7,19.4,45.3,material_issue
color_defect,11.5,M12,9.0,9,afternoon,1.5,32.1,10.85,58.8,22.0,80.9,human_error
stain,2.8,M10,8.2,47,morning,0.8,51.5,8.4,48.8,23.6,81.6,human_error
hole,8.9,M10,4.9,72,afternoon,2.1,42.8,9.69,47.0,22.4,47.5,machine_fault
thread_error,27.6,M11,14.0,40,morning,6.0,37.9,12.21,72.8,20.9,72.7,machine_fault
objects,19.1,M03,1.0,16,afternoon,0.5,43.1,10.25,39.3,22.0,59.3,human_error
hole,9.6,M04,2.3,22,afternoon,2.6,49.4,11.83,73.4,27.6,65.6,human_error
stain,3.1,M09,0.5,5,morning,18.8,23.5,12.29,40.1,20.4,64.4,material_issue
thread_error,17.6,M08,8.7,23,morning,10.7,33.2,9.71,50.7,28.5,74.3,machine_fault
stain,12.5,M10,14.7,25,night,6.5,31.0,10.33,43.0,22.6,80.6,material_issue
oil_spot,2.9,M05,10.7,31,afternoon,0.7,43.0,14.95,54.2,22.9,93.4,human_error
hole,1.2,M12,14.7,0,afternoon,2.1,31.7,13.51,55.6,24.6,83.5,human_error
stain,13.8,M06,12.3,13,morning,8.7,26.9,13.12,40.8,25.2,87.6,material_issue
objects,2.1,M02,11.9,1,afternoon,7.2,27.2,13.66,54.8,22.8,50.8,machine_fault
hole,6.5,M03,7.9,12,morning,0.1,22.6,15.92,63.9,22.8,84.2,machine_fault
thread_error,6.0,M05,12.5,2,night,8.0,48.3,11.4,69.6,25.4,96.3,human_error
hole,3.6,M10,12.4,16,morning,2.5,52.1,10.83,56.9,27.5,65.9,human_error
thread_error,11.9,M08,2.4,5,afternoon,2.9,32.5,15.86,61.2,27.8,44.5,human_error
objects,8.5,M08,8.8,11,afternoon,0.7,42.3,13.05,54.3,18.9,62.9,human_error
cut,4.8,M08,7.0,39,night,2.8,36.1,13.76,28.2,29.6,75.9,human_error
objects,2.0,M11,2.4,0,night,3.4,30.3,13.1,36.2,25.4,69.1,material_issue
color_defect,5.3,M09,13.0,65,morning,2.4,35.3,11.71,36.0,22.2,84.0,human_error
objects,4.2,M01,11.9,22,morning,4.7,40.2,11.79,59.5,21.2,82.0,machine_fault
cut,1.7,M05,6.8,14,morning,0.1,29.2,9.69,40.0,23.4,80.8,human_error
hole,6.1,M12,14.0,53,afternoon,5.8,35.2,9.76,47.2,22.4,70.3,machine_fault
hole,10.3,M03,5.0,6,night,0.7,41.2,12.45,44.5,22.2,94.7,human_error
stain,10.1,M03,7.1,37,afternoon,2.2,33.0,9.09,50.0,24.1,96.9,human_error
oil_spot,9.6,M11,11.9,15,morning,0.6,34.4,14.5,57.7,27.0,90.5,material_issue
cut,12.8,M07,6.1,2,night,0.4,26.6,16.46,75.2,21.3,77.2,human_error
stain,3.5,M09,13.3,13,afternoon,10.1,34.0,14.3,46.4,19.5,52.3,material_issue
cut,16.0,M12,4.4,29,night,1.0,19.5,6.04,59.2,25.5,100.0,human_error
thread_error,9.0,M11,13.9,1,morning,2.1,35.0,11.74,63.4,25.6,74.5,machine_fault
hole,10.3,M07,13.7,99,morning,1.1,35.1,8.66,36.7,26.1,68.7,machine_fault
oil_spot,5.8,M03,12.2,32,afternoon,3.7,44.3,12.93,35.3,22.4,78.9,material_issue
thread_error,1.3,M05,3.4,10,morning,3.5,28.3,6.73,37.9,24.5,45.5,material_issue
cut,7.1,M07,4.2,33,night,0.6,23.0,11.97,52.9,22.7,81.6,human_error
oil_spot,8.4,M02,9.0,7,morning,1.0,32.6,8.75,40.0,26.5,75.2,material_issue
stain,14.1,M01,14.0,35,morning,1.1,35.3,7.69,55.3,29.1,77.3,human_error
thread_error,11.3,M03,12.8,14,afternoon,8.6,19.1,11.89,45.6,26.1,89.9,machine_fault
oil_spot,1.4,M11,11.3,5,afternoon,2.0,34.6,12.53,75.3,28.6,51.0,material_issue
hole,1.2,M05,2.3,2,afternoon,0.9,29.3,10.65,46.4,20.6,74.4,human_error
thread_error,2.1,M11,12.2,31,morning,2.0,30.8,10.22,59.7,19.0,83.9,human_error
cut,5.6,M04,5.0,21,afternoon,2.6,49.0,11.92,58.1,22.1,81.5,human_error
stain,4.4,M10,7.4,28,morning,2.6,32.7,14.88,52.0,23.0,91.6,human_error
color_defect,4.4,M07,8.9,8,morning,19.7,32.1,13.76,39.0,27.5,53.0,material_issue
hole,39.9,M07,5.0,6,night,6.1,24.2,9.53,52.7,24.1,75.8,human_error
stain,13.3,M07,2.6,50,afternoon,20.9,49.7,8.59,53.7,21.2,84.5,material_issue
stain,20.7,M03,7.1,23,afternoon,5.0,32.9,11.54,56.4,26.5,81.0,material_issue
cut,16.1,M01,13.8,15,morning,0.0,34.1,10.31,40.3,22.8,57.4,material_issue
thread_error,7.5,M01,1.6,57,morning,9.7,40.7,13.94,74.3,28.1,95.2,machine_fault
oil_spot,8.2,M01,8.0,35,afternoon,3.4,30.5,12.08,68.6,25.2,79.7,material_issue
color_defect,22.2,M06,10.2,18,afternoon,0.4,33.1,14.16,50.3,18.2,90.1,human_error
stain,2.7,M12,8.6,6,morning,0.7,41.1,13.82,37.8,24.9,92.1,material_issue
oil_spot,4.2,M01,9.1,26,afternoon,0.3,36.9,9.65,50.4,23.4,99.1,human_error
stain,6.2,M09,9.9,20,afternoon,0.0,27.5,15.7,36.9,25.6,66.0,material_issue
color_defect,6.5,M08,2.1,53,night,3.0,31.2,16.19,37.5,27.6,85.1,human_error
cut,4.8,M03,1.3,5,morning,0.4,24.9,14.2,54.5,27.3,77.6,human_error
objects,30.9,M07,5.5,24,morning,7.2,49.0,11.09,44.9,26.1,68.5,machine_fault
cut,2.8,M05,8.8,61,afternoon,6.8,30.5,12.14,63.7,18.7,64.3,human_error
cut,12.5,M06,7.8,0,morning,8.7,31.2,15.83,27.5,24.9,87.4,human_error
cut,2.0,M02,11.3,11,afternoon,3.9,37.8,13.01,53.6,22.7,89.6,human_error
objects,24.0,M02,8.9,31,morning,5.0,31.7,10.19,58.8,22.9,85.9,machine_fault
hole,8.4,M11,7.4,18,night,11.1,51.7,10.93,52.2,26.6,73.6,machine_fault
objects,27.1,M12,8.1,6,night,3.2,24.8,14.89,83.4,22.9,55.6,material_issue
color_defect,4.1,M09,1.4,35,night,0.8,44.0,13.18,38.3,27.1,57.9,human_error
stain,12.8,M03,5.3,4,afternoon,1.3,18.1,13.21,50.2,22.1,68.1,material_issue
color_defect,7.5,M03,14.1,0,morning,0.9,31.8,10.97,49.4,30.0,73.3,human_error
hole,4.8,M12,8.3,3,afternoon,2.1,35.3,14.68,41.3,23.0,81.6,machine_fault
objects,14.8,M03,9.7,18,morning,2.4,41.2,10.32,61.4,30.6,51.8,material_issue
oil_spot,1.1,M12,4.2,2,morning,5.7,31.3,12.99,37.1,27.5,71.5,material_issue
stain,12.3,M02,7.0,4,morning,3.1,32.3,14.9,62.8,25.1,84.3,material_issue
hole,3.0,M03,5.3,3,night,6.2,39.4,12.2,42.2,21.9,91.9,machine_fault
color_defect,5.7,M06,13.5,14,night,6.8,44.8,16.02,81.9,22.3,100.0,human_error
objects,4.5,M12,1.9,6,afternoon,7.5,48.4,12.09,50.1,22.2,63.8,machine_fault
cut,2.6,M10,8.6,2,night,1.8,45.5,14.16,58.7,23.3,57.1,human_error
objects,15.8,M01,6.9,25,morning,0.9,36.7,12.15,50.3,18.3,82.1,machine_fault
oil_spot,7.3,M10,3.8,34,morning,4.9,55.9,13.01,61.8,21.7,73.0,material_issue
objects,4.8,M02,12.2,31,afternoon,6.1,41.5,9.35,66.8,23.3,85.1,machine_fault
color_defect,3.9,M02,8.5,59,night,1.1,28.8,15.59,44.2,14.9,82.7,human_error
cut,7.0,M04,3.4,14,morning,4.4,31.4,12.73,45.7,23.8,52.3,human_error
oil_spot,61.7,M01,14.8,0,night,3.9,29.6,12.23,59.1,23.4,95.3,material_issue
oil_spot,18.5,M06,2.7,12,morning,5.0,35.3,11.57,42.1,24.6,80.9,material_issue
stain,18.2,M10,6.0,41,afternoon,1.7,34.2,16.33,28.1,24.6,100.0,human_error
cut,6.0,M03,4.7,19,night,9.2,35.2,6.31,53.5,22.9,82.4,human_error
cut,7.3,M08,8.0,26,afternoon,10.6,29.7,6.4,57.5,21.7,63.0,human_error
thread_error,2.5,M11,4.0,20,morning,1.0,34.5,7.79,44.5,19.8,81.0,human_error
thread_error,5.8,M03,3.8,0,afternoon,4.4,29.5,12.41,66.3,21.9,53.7,human_error
oil_spot,10.9,M02,4.1,20,morning,2.8,37.8,12.65,58.4,27.5,86.6,material_issue
objects,25.4,M11,5.0,41,morning,0.9,26.5,15.38,45.5,25.5,65.1,machine_fault
stain,2.3,M02,6.6,1,afternoon,2.4,40.7,14.95,37.1,23.1,89.1,material_issue
cut,11.3,M07,10.0,29,night,2.7,40.3,9.94,42.5,26.5,80.9,human_error
hole,2.8,M09,11.3,9,morning,3.6,26.3,11.09,47.3,25.0,56.3,machine_fault
thread_error,3.0,M02,2.4,9,afternoon,6.1,54.5,14.09,47.3,21.3,67.6,human_error
thread_error,4.9,M07,9.8,33,afternoon,1.2,43.6,9.87,66.6,26.1,100.0,human_error
thread_error,4.9,M11,7.9,7,afternoon,0.1,42.6,10.62,32.5,30.1,60.0,human_error
